Location_ID,Event_ID,Observation_ID,Year,Start_Date,Territory_Name,Survey_Purpose,Analysis_Type,Territory_Type,Area_Type,Detection_Purpose,Detection_Result_Code,Detection_Result,PRFA_Detected,OBS_Stime,OBS_Ftime,Duration,Species,Detection,Adults,Fledglings,Nestlings,OtherAge,Num_Eggs,Territorial_Behav,Nest_Code
29,13274,20198,2019,2019-03-01T00:00:00Z,Teapot Dome,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 14:04:00,12/30/1899 17:16:00,,PRFA,0,0,0,0,NA,0,No,1-NA
29,13274,20195,2019,2019-03-01T00:00:00Z,Resurrection Wall,I&M Protocol,Occupancy,Territory,Core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 15:20:00,12/30/1899 16:36:00,,PRFA,1,1,0,0,NA,0,Yes,1-NA
29,13274,20194,2019,2019-03-01T00:00:00Z,Egg,I&M Protocol,Occupancy,Territory,Core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 14:50:00,12/30/1899 17:16:00,,PRFA,1,2,0,0,NA,0,Yes,1-NA
29,13274,20199,2019,2019-03-01T00:00:00Z,Ball Pinnacle,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 14:04:00,12/30/1899 17:16:00,,PRFA,0,0,0,0,NA,0,No,1-NA
29,13274,20200,2019,2019-03-01T00:00:00Z,Central High Peaks,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 14:04:00,12/30/1899 17:16:00,,PRFA,0,0,0,0,NA,0,No,1-NA
29,13274,20197,2019,2019-03-01T00:00:00Z,Tunnel,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 14:04:00,12/30/1899 17:16:00,,PRFA,0,0,0,0,NA,0,No,1-NA
29,13274,20196,2019,2019-03-01T00:00:00Z,South Balconies,I&M Protocol,Occupancy,Territory,Core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 15:50:00,12/30/1899 16:51:00,,PRFA,1,2,0,0,NA,0,Yes,1-NA
25,13263,20179,2019,2019-02-25T00:00:00Z,North Chalone Peak,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 15:50:00,12/30/1899 16:02:00,,PRFA,1,1,0,0,NA,0,Yes,1-NA
25,13263,20180,2019,2019-02-25T00:00:00Z,NE Sec 15,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 14:05:00,12/30/1899 17:20:00,,PRFA,0,0,0,0,NA,0,No,1-NA
15,13258,20165,2019,2019-02-24T00:00:00Z,Pig Canyon,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 14:30:00,12/30/1899 17:40:00,,PRFA,0,0,0,0,NA,0,No,1-NA
213,13267,20186,2019,2019-02-24T00:00:00Z,Hawkins Peak,I&M Protocol,Occupancy,Territory,Core,Presence,YR,Yes: Raptor status confirmed,Yes,12/30/1899 12:30:00,12/30/1899 12:35:00,,PRFA,1,1,0,0,NA,0,No,1-NA
213,13267,20188,2019,2019-02-24T00:00:00Z,Upper Condor Gulch,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 10:20:00,12/30/1899 13:45:00,,PRFA,0,0,0,0,NA,0,No,1-NA
191,13259,20175,2019,2019-02-22T00:00:00Z,Machete Ridge,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 13:50:00,12/30/1899 17:55:00,,PRFA,0,0,0,0,NA,0,No,1-NA
85,13254,20162,2019,2019-02-22T00:00:00Z,North Chalone Peak,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 15:00:00,12/30/1899 15:30:00,,PRFA,1,1,0,0,NA,0,Yes,1-NA
191,13259,20168,2019,2019-02-22T00:00:00Z,Citadel,I&M Protocol,Occupancy,Territory,Core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 15:15:00,12/30/1899 17:55:00,,PRFA,1,2,0,0,NA,0,Yes,1-NA
191,13259,20174,2019,2019-02-22T00:00:00Z,General Balconies,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 13:50:00,12/30/1899 17:55:00,,PRFA,0,0,0,0,NA,0,No,1-NA
191,13259,20173,2019,2019-02-22T00:00:00Z,South Balconies,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 13:50:00,12/30/1899 17:55:00,,PRFA,0,0,0,0,NA,0,No,1-NA
130,13250,20150,2019,2019-02-21T00:00:00Z,Western Front,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 14:15:00,12/30/1899 17:20:00,,PRFA,0,0,0,0,NA,0,No,1-NA
130,13250,20148,2019,2019-02-21T00:00:00Z,Pipsqueak Pinnacles,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 14:15:00,12/30/1899 17:20:00,,PRFA,0,0,0,0,NA,0,No,1-NA
130,13250,20147,2019,2019-02-21T00:00:00Z,Deserted Valley,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 14:15:00,12/30/1899 17:20:00,,PRFA,0,0,0,0,NA,0,No,1-NA
130,13250,20146,2019,2019-02-21T00:00:00Z,Goat Rock,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 14:15:00,12/30/1899 17:20:00,,PRFA,0,0,0,0,NA,0,No,1-NA
130,13250,20144,2019,2019-02-21T00:00:00Z,Resurrection Wall,I&M Protocol,Occupancy,Territory,Core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 16:08:00,12/30/1899 17:09:00,,PRFA,1,2,0,0,NA,0,Yes,1-NA
130,13250,20151,2019,2019-02-21T00:00:00Z,Central High Peaks,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 14:15:00,12/30/1899 17:20:00,,PRFA,0,0,0,0,NA,0,No,1-NA
130,13250,20145,2019,2019-02-21T00:00:00Z,Scout Peak,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 14:15:00,12/30/1899 17:20:00,,PRFA,0,0,0,0,NA,0,No,1-NA
130,13250,20152,2019,2019-02-21T00:00:00Z,Teapot Dome,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 14:15:00,12/30/1899 17:20:00,,PRFA,0,0,0,0,NA,0,No,1-NA
130,13250,20153,2019,2019-02-21T00:00:00Z,Ball Pinnacle,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 14:15:00,12/30/1899 17:20:00,,PRFA,0,0,0,0,NA,0,No,1-NA
130,13250,20154,2019,2019-02-21T00:00:00Z,Tunnel,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 14:15:00,12/30/1899 17:20:00,,PRFA,0,0,0,0,NA,0,No,1-NA
130,13250,20155,2019,2019-02-21T00:00:00Z,Hawkins Peak,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 14:15:00,12/30/1899 17:20:00,,PRFA,0,0,0,0,NA,0,No,1-NA
208,13252,20159,2019,2019-02-19T00:00:00Z,D. Soto Canyon,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 14:20:00,12/30/1899 17:25:00,,PRFA,0,0,0,0,NA,0,No,1-NA
208,13252,20160,2019,2019-02-19T00:00:00Z,Guard Rock,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 14:20:00,12/30/1899 17:25:00,,PRFA,0,0,0,0,NA,0,No,1-NA
208,13252,20161,2019,2019-02-19T00:00:00Z,High Peaks Trail West of Chalone Picnic Area,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 14:20:00,12/30/1899 17:25:00,,PRFA,0,0,0,0,NA,0,No,1-NA
40,13247,20137,2019,2019-02-18T00:00:00Z,Crowley Towers,I&M Protocol,Occupancy,Territory,Core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 15:46:00,12/30/1899 17:20:00,,PRFA,1,2,0,0,NA,0,Yes,1-NA
40,13247,20142,2019,2019-02-18T00:00:00Z,Willow Spring Slide,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 16:31:00,12/30/1899 17:20:00,,PRFA,1,2,0,0,NA,0,Yes,1-NA
40,13247,20139,2019,2019-02-18T00:00:00Z,Crowley Drainage,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 14:20:00,12/30/1899 17:20:00,,PRFA,0,0,0,0,NA,0,No,1-NA
40,13247,20140,2019,2019-02-18T00:00:00Z,Mating Rocks,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 14:20:00,12/30/1899 17:20:00,,PRFA,0,0,0,0,NA,0,No,1-NA
40,13247,20138,2019,2019-02-18T00:00:00Z,North Balconies,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 14:20:00,12/30/1899 17:20:00,,PRFA,0,0,0,0,NA,0,No,1-NA
61,13241,20122,2019,2019-02-12T00:00:00Z,Drywall,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 13:43:00,12/30/1899 17:38:00,,PRFA,0,0,0,0,NA,0,No,1-NA
72,13240,20113,2019,2019-02-11T00:00:00Z,Prescribed Burn Cliffs,I&M Protocol,Occupancy,Territory,Core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 13:58:00,12/30/1899 17:00:00,,PRFA,1,2,0,0,NA,0,Yes,1-NA
72,13240,20114,2019,2019-02-11T00:00:00Z,Frog Canyon,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 13:50:00,12/30/1899 17:00:00,,PRFA,0,0,0,0,NA,0,No,1-NA
72,13240,20115,2019,2019-02-11T00:00:00Z,Frog/Hand,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 13:50:00,12/30/1899 17:00:00,,PRFA,0,0,0,0,NA,0,No,1-NA
72,13240,20116,2019,2019-02-11T00:00:00Z,Neglected Valley,I&M Protocol,Occupancy,Territory,Core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 13:58:00,12/30/1899 17:00:00,,PRFA,1,2,0,0,NA,0,Yes,1-NA
72,13240,20118,2019,2019-02-11T00:00:00Z,Hanging Valley,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 13:50:00,12/30/1899 17:00:00,,PRFA,0,0,0,0,NA,0,No,1-NA
72,13240,20117,2019,2019-02-11T00:00:00Z,Little Pinnacles,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 13:50:00,12/30/1899 17:00:00,,PRFA,0,0,0,0,NA,0,No,1-NA
140,13233,20106,2019,2019-02-09T00:00:00Z,Upper Bear Gulch,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 14:00:00,12/30/1899 17:00:00,,PRFA,0,0,0,0,NA,0,No,1-NA
140,13233,20105,2019,2019-02-09T00:00:00Z,Pipsqueak Pinnacles,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 14:00:00,12/30/1899 17:00:00,,PRFA,0,0,0,0,NA,0,No,1-NA
140,13233,20104,2019,2019-02-09T00:00:00Z,Discovery Wall,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 14:00:00,12/30/1899 17:00:00,,PRFA,0,0,0,0,NA,0,No,1-NA
216,13227,20095,2019,2019-02-07T00:00:00Z,Canyon North of Willow Springs,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 13:30:00,12/30/1899 17:10:00,,PRFA,0,0,0,0,NA,0,No,1-NA
216,13227,20097,2019,2019-02-07T00:00:00Z,North Wilderness Rock,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 13:30:00,12/30/1899 17:10:00,,PRFA,0,0,0,0,NA,0,No,1-NA
216,13227,20096,2019,2019-02-07T00:00:00Z,Tugboat,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 13:30:00,12/30/1899 17:10:00,,PRFA,0,0,0,0,NA,0,No,1-NA
107,13224,20092,2019,2019-02-06T00:00:00Z,South Wilderness Rock,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 13:10:00,12/30/1899 16:55:00,,PRFA,0,0,0,0,NA,0,No,1-NA
208,13219,20089,2019,2019-01-31T00:00:00Z,High Peaks Trail West of Chalone Picnic Area,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 14:00:00,12/30/1899 17:05:00,,PRFA,0,0,0,0,NA,0,No,1-NA
208,13219,20088,2019,2019-01-31T00:00:00Z,Guard Rock,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 14:00:00,12/30/1899 17:05:00,,PRFA,0,0,0,0,NA,0,No,1-NA
208,13219,20087,2019,2019-01-31T00:00:00Z,D. Soto Canyon,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 14:00:00,12/30/1899 17:05:00,,PRFA,0,0,0,0,NA,0,No,1-NA
109,13213,20076,2019,2019-01-30T00:00:00Z,Upper Condor Gulch,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 10:40:00,12/30/1899 13:40:00,,PRFA,0,0,0,0,NA,0,No,1-NA
109,13213,20075,2019,2019-01-30T00:00:00Z,Hawkins Peak,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 10:40:00,12/30/1899 13:40:00,,PRFA,0,0,0,0,NA,0,No,1-NA
109,13213,20079,2019,2019-01-30T00:00:00Z,Crowley Towers,I&M Protocol,Occupancy,Territory,Core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 13:16:00,12/30/1899 13:35:00,,PRFA,1,1,0,0,NA,0,Yes,1-NA
221,13214,20080,2019,2019-01-30T00:00:00Z,Pig Canyon,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 13:50:00,12/30/1899 17:00:00,,PRFA,0,0,0,0,NA,0,No,1-NA
221,13214,20082,2019,2019-01-30T00:00:00Z,Willow Spring Slide,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 15:18:00,12/30/1899 17:00:00,,PRFA,1,2,0,0,NA,0,Yes,1-NA
25,13217,20085,2019,2019-01-29T00:00:00Z,North Chalone Peak,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 17:29:00,12/30/1899 17:30:00,,PRFA,1,1,0,0,NA,0,Yes,1-NA
25,13217,20086,2019,2019-01-29T00:00:00Z,NE Sec 15,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 13:45:00,12/30/1899 17:35:00,,PRFA,0,0,0,0,NA,0,No,1-NA
61,13210,20069,2019,2019-01-28T00:00:00Z,Drywall,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 16:36:00,12/30/1899 17:24:00,,PRFA,1,1,0,0,NA,0,Yes,1-NA
40,13202,20015,2019,2019-01-26T00:00:00Z,Mating Rocks,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 14:15:00,12/30/1899 17:15:00,,PRFA,0,0,0,0,NA,0,No,1-NA
40,13202,20012,2019,2019-01-26T00:00:00Z,Willow Spring Slide,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 14:35:00,12/30/1899 17:05:00,,PRFA,1,2,0,0,NA,0,Yes,1-NA
40,13202,20013,2019,2019-01-26T00:00:00Z,North Balconies,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 14:15:00,12/30/1899 17:15:00,,PRFA,0,0,0,0,NA,0,No,1-NA
40,13202,20014,2019,2019-01-26T00:00:00Z,Crowley Drainage,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 14:15:00,12/30/1899 17:15:00,,PRFA,0,0,0,0,NA,0,No,1-NA
40,13202,20017,2019,2019-01-26T00:00:00Z,Crowley Towers,I&M Protocol,Occupancy,Territory,Core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 15:11:00,12/30/1899 17:01:00,,PRFA,1,2,0,0,NA,0,Yes,1-NA
130,13207,20055,2019,2019-01-25T00:00:00Z,Scout Peak,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 13:15:00,12/30/1899 17:15:00,,PRFA,0,0,0,0,NA,0,No,1-NA
130,13207,20063,2019,2019-01-25T00:00:00Z,Tunnel,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 13:15:00,12/30/1899 17:15:00,,PRFA,0,0,0,0,NA,0,No,1-NA
130,13207,20053,2019,2019-01-25T00:00:00Z,Resurrection Wall,I&M Protocol,Occupancy,Territory,Core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 13:20:00,12/30/1899 16:51:00,,PRFA,1,2,0,0,NA,0,Yes,1-NA
130,13207,20054,2019,2019-01-25T00:00:00Z,Goat Rock,I&M Protocol,Occupancy,Territory,Core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 13:20:00,12/30/1899 16:51:00,,PRFA,1,2,0,0,NA,0,Yes,1-NA
130,13207,20056,2019,2019-01-25T00:00:00Z,Deserted Valley,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 13:15:00,12/30/1899 17:15:00,,PRFA,0,0,0,0,NA,0,No,1-NA
130,13207,20057,2019,2019-01-25T00:00:00Z,Pipsqueak Pinnacles,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 13:15:00,12/30/1899 17:15:00,,PRFA,0,0,0,0,NA,0,No,1-NA
130,13207,20058,2019,2019-01-25T00:00:00Z,Western Front,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 13:15:00,12/30/1899 17:15:00,,PRFA,0,0,0,0,NA,0,No,1-NA
130,13207,20059,2019,2019-01-25T00:00:00Z,Central High Peaks,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 13:15:00,12/30/1899 17:15:00,,PRFA,0,0,0,0,NA,0,No,1-NA
130,13207,20060,2019,2019-01-25T00:00:00Z,Teapot Dome,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 13:15:00,12/30/1899 17:15:00,,PRFA,0,0,0,0,NA,0,No,1-NA
130,13207,20062,2019,2019-01-25T00:00:00Z,Tunnel,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 13:15:00,12/30/1899 17:15:00,,PRFA,0,0,0,0,NA,0,No,1-NA
130,13207,20064,2019,2019-01-25T00:00:00Z,Hawkins Peak,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 13:15:00,12/30/1899 17:15:00,,PRFA,0,0,0,0,NA,0,No,1-NA
130,13207,20066,2019,2019-01-25T00:00:00Z,Crowley Towers,I&M Protocol,Occupancy,Territory,Core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 16:19:00,12/30/1899 17:15:00,,PRFA,1,1,0,0,NA,0,Yes,1-NA
130,13207,20061,2019,2019-01-25T00:00:00Z,Ball Pinnacle,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 13:15:00,12/30/1899 17:15:00,,PRFA,0,0,0,0,NA,0,No,1-NA
191,13206,20043,2019,2019-01-22T00:00:00Z,General Balconies,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 14:00:00,12/30/1899 17:20:00,,PRFA,0,0,0,0,NA,0,No,1-NA
191,13206,20052,2019,2019-01-22T00:00:00Z,Citadel,I&M Protocol,Occupancy,Territory,Core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 17:12:00,12/30/1899 17:20:00,,PRFA,1,1,0,0,NA,0,Yes,1-NA
191,13206,20044,2019,2019-01-22T00:00:00Z,South Balconies,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 14:00:00,12/30/1899 17:20:00,,PRFA,0,0,0,0,NA,0,No,1-NA
191,13206,20042,2019,2019-01-22T00:00:00Z,Egg,I&M Protocol,Occupancy,Territory,Core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 14:45:00,12/30/1899 17:12:00,,PRFA,1,2,0,0,NA,0,Yes,1-NA
191,13206,20045,2019,2019-01-22T00:00:00Z,Machete Ridge,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 14:00:00,12/30/1899 17:20:00,,PRFA,0,0,0,0,NA,0,No,1-NA
72,13205,20038,2019,2019-01-21T00:00:00Z,Hanging Valley,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 13:25:00,12/30/1899 16:45:00,,PRFA,0,0,0,0,NA,0,No,1-NA
72,13205,20041,2019,2019-01-21T00:00:00Z,Neglected Valley,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 13:25:00,12/30/1899 16:45:00,,PRFA,0,0,0,0,NA,0,No,1-NA
72,13205,20039,2019,2019-01-21T00:00:00Z,Frog/Hand,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 13:25:00,12/30/1899 16:45:00,,PRFA,0,0,0,0,NA,0,No,1-NA
72,13205,20037,2019,2019-01-21T00:00:00Z,Frog Canyon,I&M Protocol,Occupancy,Territory,Non-core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 13:25:00,12/30/1899 16:45:00,,PRFA,0,0,0,0,NA,0,No,1-NA
72,13205,20036,2019,2019-01-21T00:00:00Z,Little Pinnacles,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 13:25:00,12/30/1899 16:45:00,,PRFA,0,0,0,0,NA,0,No,1-NA
72,13205,20040,2019,2019-01-21T00:00:00Z,Prescribed Burn Cliffs,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 13:25:00,12/30/1899 16:45:00,,PRFA,0,0,0,0,NA,0,No,1-NA
140,13204,20032,2019,2019-01-18T00:00:00Z,Upper Bear Gulch,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 13:30:00,12/30/1899 16:35:00,,PRFA,0,0,0,0,NA,0,No,1-NA
140,13204,20031,2019,2019-01-18T00:00:00Z,Discovery Wall,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 13:30:00,12/30/1899 16:35:00,,PRFA,0,0,0,0,NA,0,No,1-NA
140,13204,20033,2019,2019-01-18T00:00:00Z,Pipsqueak Pinnacles,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 13:30:00,12/30/1899 16:35:00,,PRFA,0,0,0,0,NA,0,No,1-NA
64,13203,20026,2018,2018-12-30T00:00:00Z,Tunnel,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 11:15:00,12/30/1899 15:50:00,,PRFA,0,0,0,0,NA,0,No,1-NA
64,13203,20025,2018,2018-12-30T00:00:00Z,Egg,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 11:15:00,12/30/1899 15:50:00,,PRFA,0,0,0,0,NA,0,No,1-NA
64,13203,20030,2018,2018-12-30T00:00:00Z,Goat Rock,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 11:15:00,12/30/1899 15:50:00,,PRFA,0,0,0,0,NA,0,No,1-NA
64,13203,20029,2018,2018-12-30T00:00:00Z,Scout Peak,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 11:15:00,12/30/1899 15:50:00,,PRFA,0,0,0,0,NA,0,No,1-NA
64,13203,20027,2018,2018-12-30T00:00:00Z,Teapot Dome,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 11:15:00,12/30/1899 15:50:00,,PRFA,0,0,0,0,NA,0,No,1-NA
64,13203,20021,2018,2018-12-30T00:00:00Z,Resurrection Wall,I&M Protocol,Occupancy,Territory,Core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 15:00:00,12/30/1899 15:50:00,,PRFA,1,1,0,0,NA,0,Yes,1-NA
64,13203,20022,2018,2018-12-30T00:00:00Z,Hawkins Peak,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 11:15:00,12/30/1899 15:50:00,,PRFA,0,0,0,0,NA,0,No,1-NA
64,13203,20023,2018,2018-12-30T00:00:00Z,Upper Condor Gulch,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 11:15:00,12/30/1899 15:50:00,,PRFA,0,0,0,0,NA,0,No,1-NA
64,13203,20024,2018,2018-12-30T00:00:00Z,Central High Peaks,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 11:15:00,12/30/1899 15:50:00,,PRFA,0,0,0,0,NA,0,No,1-NA
64,13203,20028,2018,2018-12-30T00:00:00Z,Ball Pinnacle,I&M Protocol,Occupancy,Territory,Core,Occupancy,YP,Yes: No presence/full survey,No,12/30/1899 11:15:00,12/30/1899 15:50:00,,PRFA,0,0,0,0,NA,0,No,1-NA
64,13196,20008,2018,2018-12-15T00:00:00Z,Scout Peak,I&M Protocol,Occupancy,Territory,Core,Occupancy,YR,Yes: Raptor status confirmed,Yes,12/30/1899 15:03:00,12/30/1899 15:30:00,,PRFA,1,1,0,0,NA,0,Yes,1-NA
